comuna,manzana,ubicacionX,ubicacionY,valorAfecto,valorExento,valorTotal,Identificador,tipo,antiguedad
13101.0,369.0,-33.444018,-70.643534,327.8166121735427,843.8033238743618,1171.6199360479045,305125,0,11
13101.0,257.0,-33.3546031,-70.7201821,514.0945424770808,843.8033238743618,1357.8978663514426,305139,0,1
16106.0,4544.0,-33.497246000000004,-70.645898,0.0,754.7573228298634,754.7573228298634,305202,0,5
15108.0,724.0,-33.418453,-70.566312,1548.3207607367576,1548.320798227727,3096.6415589644844,305203,0,9
15160.0,1097.0,-33.39689,-70.58468,2382.2422523974537,843.8033238743618,3226.0455762718157,305231,0,0
15108.0,353.0,-33.41718,-70.590108,1705.345912303374,1705.3459497943434,3410.691862097717,305233,0,3
15160.0,2361.0,-33.375834000000005,-70.547462,1355.2886823386416,843.8033238743618,2199.0920062130035,305235,0,18
15108.0,328.0,-33.423882,-70.590856,1161.194297323632,843.8033238743618,2004.997621197994,305243,1,50
15103.0,3525.0,-33.440957,-70.60744100000001,796.5819483231976,843.8033238743618,1640.3852721975595,305248,0,46
15103.0,1245.0,-33.422958,-70.597239,0.0,776.4053583593052,776.4053583593052,305252,0,27
13101.0,422.0,-33.444313,-70.635296,0.0,736.8153820948379,736.8153820948379,305258,0,5
14202.0,652.0,-33.325507,-70.754511,34.04629909770484,843.8033238743618,877.8496229720666,305259,1,4
14601.0,2840.0,-33.70277,-71.21748000000001,0.0,282.9832239159392,282.9832239159392,305273,1,9
15108.0,343.0,-33.410576,-70.601247,1067.3524889692196,1067.3524889692196,2134.7049779384392,305275,0,12
15132.0,128.0,-33.431954,-70.572478,1735.7508260197824,1735.7508260197824,3471.5016520395648,305283,0,2
14155.0,5710.0,-33.4494347,-70.7390985,0.0,130.99048516688543,130.99048516688543,305285,0,35
14202.0,959.0,-33.285377000000004,-70.881381,0.0,282.5146992718129,282.5146992718129,305286,1,5
15108.0,1196.0,-33.411619,-70.543516,1070.6392472713135,843.8033238743618,1914.4425711456752,305298,1,49
14505.0,561.0,-33.578010559081996,-70.824592590332,0.0,214.32364979085662,214.32364979085662,305299,1,8
15105.0,17.0,-33.451883,-70.613292,266.8220292437059,843.8033238743618,1110.6253531180678,305305,0,35
14127.0,2839.0,-33.376994,-70.671456,0.0,316.2518103451831,316.2518103451831,305307,1,42
16110.0,2029.0,-33.530953000000004,-70.66638499999999,602.5283909738242,843.8033238743618,1446.331714848186,305310,1,56
16301.0,2731.0,-33.579315,-70.600562,0.0,192.02923245863153,192.02923245863153,305313,1,26
15105.0,5152.0,-33.457636,-70.589077,963.6830978338093,963.6832103067173,1927.3663081405266,305314,0,7
16301.0,3739.0,-33.566888,-70.577421,0.0,372.7696341143827,372.7696341143827,305329,1,30
14109.0,5165.0,-33.548763,-70.768968,139.41718038667435,843.8033238743618,983.2205042610361,305331,1,3
14109.0,712.0,-33.473419,-70.733298,0.0,733.8126553766361,733.8126553766361,305332,1,24
13135.0,2847.0,-33.455273,-70.636886,222.62471277231097,843.8033238743618,1066.4280366466728,305337,1,77
14107.0,3620.0,-33.4255566,-70.69769620000001,0.0,234.2995880867196,234.2995880867196,305338,1,10
15108.0,2614.0,-33.389041,-70.502149,3151.679801627783,843.8033238743618,3995.4831255021445,305339,1,20
13159.0,5090.0,-33.402848999999996,-70.622752,454.57279227865985,843.8033238743618,1298.3761161530217,305345,1,25
16106.0,5452.0,-33.504446,-70.65659699999999,1114.1586895256605,843.8033238743618,1957.9620134000222,305349,0,0
16106.0,5052.0,-33.500515,-70.655078,316.53494214581065,843.8033238743618,1160.3382660201723,305352,0,7
16153.0,5067.0,-33.534254,-70.648013,0.0,424.1014445645405,424.1014445645405,305358,1,62
13134.0,1263.0,-33.467011,-70.67782,191.9305187362994,843.8033238743618,1035.7338426106612,305370,0,5
16106.0,3764.0,-33.490292,-70.659325,539.899689162373,843.8033238743618,1383.7030130367348,305371,1,54
14109.0,8412.0,-33.48559,-70.74032,0.0,788.5287006492312,788.5287006492312,305374,0,8
13159.0,1176.0,-33.4230292,-70.6399707,0.0,646.6612604688845,646.6612604688845,305383,0,4
16403.0,5400.0,-33.7314491271973,-70.7416305541992,0.0,134.62763406864372,134.62763406864372,305385,1,1
14107.0,1414.0,-33.440587699999995,-70.6923036,0.0,546.669995864746,546.669995864746,305390,0,1
16106.0,5452.0,-33.504833000000005,-70.65679,482.33219323295504,843.8033238743618,1326.1355171073167,305392,0,8
15105.0,6529.0,-33.471864000000004,-70.605312,0.0,574.3262966532936,574.3262966532936,305398,1,25
15105.0,5416.0,-33.456592,-70.615033,1326.720301247437,1326.720413720345,2653.4407149677822,305412,0,10
14501.0,80.0,-33.653143,-70.92626800000001,0.0,219.81322748882863,219.81322748882863,305413,1,15
16106.0,3762.0,-33.490281,-70.658959,663.5307345343191,843.8033238743618,1507.334058408681,305414,1,29
14109.0,1230.0,-33.49152,-70.761215,0.0,604.9745642518359,604.9745642518359,305416,1,24
14107.0,1315.0,-33.441196999999995,-70.694027,313.97052235042884,843.8033238743618,1157.7738462247905,305418,1,30
13101.0,460.0,-33.447996,-70.640196,869.8188323887483,869.8188323887483,1739.6376647774966,305423,0,7
13135.0,3001.0,-33.457464,-70.629839,0.0,545.1628588963633,545.1628588963633,305427,0,3
16163.0,4706.0,-33.500837,-70.622825,0.0,731.4633962544273,731.4633962544273,305433,0,20
15151.0,8544.0,-33.503169,-70.59715,89.54901738043849,843.8033238743618,933.3523412548002,305438,1,40
15103.0,1847.0,-33.427234999999996,-70.59402299999999,1061.2079815274496,843.8033238743618,1905.0113054018113,305440,0,21
15108.0,1220.0,-33.419139,-70.559373,1039.3681047077785,1039.3681421987478,2078.7362469065265,305445,0,8
15105.0,35.0,-33.452785999999996,-70.599805,477.6857124540126,843.8033238743618,1321.4890363283744,305447,0,14
15161.0,4106.0,-33.356411,-70.500498,0.0,414.97370570863745,414.97370570863745,305458,0,22
15105.0,5770.0,-33.4537355,-70.5711231,0.0,501.18493957767924,501.18493957767924,305461,0,47
16110.0,710.0,-33.52449,-70.65213100000001,0.0,593.575922399692,593.575922399692,305463,0,21
14503.0,15.0,-33.6764,-70.9745,0.0,331.32764145436465,331.32764145436465,305464,1,0
16301.0,5505.0,-33.594984000000004,-70.54320600000001,0.0,705.7233713829181,705.7233713829181,305465,1,8
14166.0,914.0,-33.5,-70.7170028686523,424.75618685349167,843.8033238743618,1268.5595107278534,305467,1,3
14155.0,2033.0,-33.440203000000004,-70.727436,0.0,406.8527118530324,406.8527118530324,305468,1,57
16401.0,2024.0,-33.598147999999995,-70.70619,0.0,496.38032188996476,496.38032188996476,305471,0,50
13134.0,300.0,-33.440245000000004,-70.672882,377.1293089777,843.8033238743618,1220.9326328520617,305472,0,3
16301.0,8023.0,-33.552452,-70.552065,232.1360217357644,843.8033238743618,1075.939345610126,305473,1,1
15128.0,1720.0,-33.521021999999995,-70.5578,186.38732895213866,843.8033238743618,1030.1906528265004,305476,0,9
15108.0,224.0,-33.417646999999995,-70.58706,3568.118092054576,843.8033238743618,4411.921415928938,305480,0,23
14166.0,868.0,-33.516557899999995,-70.7051946,0.0,552.7825235096496,552.7825235096496,305481,1,12
15105.0,758.0,-33.449209,-70.582992,1453.7325821642712,1453.7325821642712,2907.4651643285424,305487,0,13
13135.0,3106.0,-33.462682,-70.64024,2514.6898990705613,843.8033238743618,3358.493222944923,305492,1,65
15108.0,700.0,-33.4241,-70.57811,3782.816426593244,843.8033238743618,4626.6197504676065,305495,0,0
16301.0,4577.0,-33.589253,-70.511864,549.4319180867309,843.8033238743618,1393.2352419610927,305497,1,7
16301.0,1030.0,-33.621283,-70.590012,0.0,248.46270154676492,248.46270154676492,305500,1,42
13101.0,614.0,-33.449362,-70.636136,292.02548336169525,843.8033238743618,1135.828807236057,305501,0,9
15152.0,9149.0,-33.503029,-70.57169499999999,0.0,407.29255590559626,407.29255590559626,305512,1,34
15105.0,1569.0,-33.442715,-70.576311,1341.5342579356197,1341.534295426589,2683.068553362209,305516,0,8
14158.0,7059.0,-33.358321000000004,-70.677103,914.3657521494509,843.8033238743618,1758.1690760238127,305520,1,10
13101.0,529.0,-33.449233,-70.647407,0.0,711.2103622040041,711.2103622040041,305522,0,3
14601.0,2305.0,-33.6798851,-71.22376009999999,0.0,175.31444613278777,175.31444613278777,305523,1,26
16106.0,3748.0,-33.492508,-70.64967,54.46530566949686,843.8033238743618,898.2686295438587,305528,0,0
14109.0,8270.0,-33.503087,-70.78656,186.83707062061427,843.8033238743618,1030.640394494976,305534,1,8
14501.0,820.0,-33.665603999999995,-70.918713,0.0,311.2965164515997,311.2965164515997,305535,1,7
13167.0,1539.0,-33.418684999999996,-70.6563858,76.04109610097667,843.8033238743618,919.8444199753384,305538,0,0
15160.0,1765.0,-33.39154,-70.560223,2150.4500978326846,843.8033238743618,2994.253421707046,305544,1,54
16131.0,6408.0,-33.553793,-70.617999,0.0,433.71892795322924,433.71892795322924,305550,1,24
15152.0,8050.0,-33.485524,-70.552598,1149.4462771279968,843.8033238743618,1993.2496010023585,305569,1,8
16106.0,5546.0,-33.506851,-70.650628,80.89115284355881,843.8033238743618,924.6944767179206,305572,0,12
15160.0,403.0,-33.406309,-70.596677,2625.343895289222,843.8033238743618,3469.147219163584,305574,0,32
15152.0,8020.0,-33.482703,-70.554159,684.328512369583,843.8033238743618,1528.1318362439447,305575,1,20
13101.0,720.0,-33.455242999999996,-70.66155,1093.8656901018967,1093.8658025748048,2187.7314926767017,305578,0,6
15103.0,1245.0,-33.423161,-70.595972,2793.4108496615877,843.8033238743618,3637.2141735359496,305582,0,21
14127.0,2539.0,-33.3906071,-70.6834861,0.0,209.03836038494228,209.03836038494228,305584,0,34
16106.0,5548.0,-33.505745000000005,-70.654944,334.2940019322846,843.8033238743618,1178.0973258066463,305586,0,11
13101.0,427.0,-33.445892,-70.641071,440.1427056257824,843.8033238743618,1283.946029500144,305593,0,8
15108.0,1240.0,-33.421333000000004,-70.557728,1982.6686746829857,843.8033238743618,2826.4719985573474,305595,1,52
15128.0,231.0,-33.52169,-70.607962,366.8908251724866,843.8033238743618,1210.6941490468482,305596,1,20
15108.0,667.0,-33.409851,-70.575363,2068.233601731183,843.8033238743618,2912.0369256055446,305601,0,20
13101.0,232.0,-33.4506683349609,-70.66465759277341,317.37492731438317,843.8033238743618,1161.178251188745,305604,0,1
16106.0,6352.0,-33.511478000000004,-70.658805,167.28969159553694,843.8033238743618,1011.0930154698987,305607,0,6
16301.0,7928.0,-33.613725,-70.538364,0.0,525.6167545642444,525.6167545642444,305608,1,10
13101.0,331.0,-33.443733,-70.646313,592.2173621428939,843.8033238743618,1436.0206860172557,305619,1,96
15151.0,7641.0,-33.484677000000005,-70.596456,200.31642378142166,843.8033238743618,1044.1197476557834,305627,1,70
13101.0,96.0,-33.5876885,-70.6581474,126.26797270207538,843.8033238743618,970.0712965764371,305649,0,4
15152.0,8500.0,-33.488034000000006,-70.57061800000001,1911.6425206078486,1911.642558098818,3823.2850787066664,305650,1,6
16165.0,14173.0,-33.548564,-70.675051,0.0,530.3246455510028,530.3246455510028,305651,1,43
14158.0,121.0,-33.354168,-70.684426,324.4175684182073,843.8033238743618,1168.220892292569,305652,1,2
13135.0,2870.0,-33.458067,-70.64591,11.879126115496929,843.8033238743618,855.6824499898587,305655,0,24
13134.0,274.0,-33.438759000000005,-70.676097,1734.1508614112577,843.8033238743618,2577.954185285619,305662,1,55
15132.0,228.0,-33.436938,-70.57308,1036.9360655252167,843.8033238743618,1880.7393893995784,305664,0,8
13101.0,693.0,-33.452096999999995,-70.64376800000001,390.6258704934449,843.8033238743618,1234.4291943678068,305665,0,1
16301.0,8726.0,-33.596213,-70.56881800000001,0.0,294.46104669537726,294.46104669537726,305666,1,21
14158.0,6074.0,-33.383676,-70.610075,2431.2361634891195,843.8033238743618,3275.0394873634814,305676,0,0
15132.0,1513.0,-33.443213,-70.557558,1006.7313535852052,843.8033238743618,1850.5346774595669,305680,1,12
14113.0,199.0,-33.408769,-70.731195,0.0,200.28856799118512,200.28856799118512,305688,1,33
16301.0,3307.0,-33.580228000000005,-70.578109,0.0,395.5437858905736,395.5437858905736,305695,1,20
16153.0,79.0,-33.551163,-70.652466,0.0,333.54080835778683,333.54080835778683,305697,1,0
16301.0,5505.0,-33.594947,-70.542632,0.0,617.4537708229531,617.4537708229531,305699,1,9
15108.0,1686.0,-33.424873999999996,-70.546798,845.8974194590878,843.8033238743618,1689.7007433334495,305700,1,37
15152.0,8064.0,-33.484867,-70.549965,1978.88017473791,843.8033238743618,2822.6834986122717,305701,1,10
16110.0,3213.0,-33.522606,-70.667777,0.0,370.22208525521415,370.22208525521415,305706,0,13
14601.0,271.0,-33.68871,-71.20705,0.0,544.3765233049489,544.3765233049489,305707,1,4
15160.0,2507.0,-33.382051000000004,-70.545445,2977.7128559158314,843.8033238743618,3821.516179790193,305713,1,46
15132.0,4111.0,-33.461374,-70.55813,1269.7351150541613,843.8033238743618,2113.538438928523,305714,1,35
15151.0,7519.0,-33.483543,-70.61035600000001,27.121379637679773,843.8033238743618,870.9247035120416,305719,0,37
16301.0,2825.0,-33.603327,-70.586724,0.0,350.958325413366,350.958325413366,305721,1,3
16106.0,1964.0,-33.480869,-70.652019,1368.4858034820863,1368.4859159549944,2736.9717194370805,305729,0,5
13135.0,2873.0,-33.457632000000004,-70.64809100000001,350.18233732949574,843.8033238743618,1193.9856612038575,305731,0,9
13101.0,284.0,-33.4321949,-70.6644196,0.0,481.47372501648664,481.47372501648664,305732,0,3
15152.0,10363.0,-33.510272,-70.546148,914.4656280918334,914.4656280918334,1828.9312561836668,305739,1,8
16301.0,7603.0,-33.592096999999995,-70.550034,0.0,544.7893363686022,544.7893363686022,305741,1,9
15128.0,2932.0,-33.55115,-70.5657092,66.44063361237862,843.8033238743618,910.2439574867403,305748,0,0
14158.0,7074.0,-33.358999,-70.666996,713.1124665346234,843.8033238743618,1556.9157904089852,305749,1,11
16301.0,3679.0,-33.585055,-70.56855,0.0,336.10054178199823,336.10054178199823,305755,1,25
13101.0,329.0,-33.44304,-70.64501700000001,665.9337557065942,843.8033238743618,1509.7370795809559,305756,0,12
15132.0,5535.0,-33.4436,-70.537514,2518.0198844603306,843.8033238743618,3361.8232083346925,305759,1,30
15108.0,1541.0,-33.403578,-70.56236,3898.107230920752,843.8033238743618,4741.910554795114,305772,0,12
13101.0,730.0,-33.456233000000005,-70.66156600000001,704.9299125073248,843.8033238743618,1548.7332363816865,305774,0,21
15105.0,761.0,-33.448644,-70.58179200000001,0.0,820.6500259250054,820.6500259250054,305777,0,30
15103.0,1337.0,-33.425787,-70.602848,34.33250515782011,843.8033238743618,878.1358290321818,305783,0,23
15151.0,9078.0,-33.505685,-70.590687,115.93036277386685,843.8033238743618,959.7336866482286,305787,0,8
14158.0,57.0,-33.349558,-70.666034,1914.8479235064253,843.8033238743618,2758.651247380787,305788,1,12
15152.0,7932.0,-33.482991999999996,-70.56652700000001,0.0,542.3899893113246,542.3899893113246,305789,1,26
14109.0,8059.0,-33.493245,-70.733082,0.0,253.52023331380053,253.52023331380053,305795,0,20
16106.0,3748.0,-33.492508,-70.64967,0.0,794.9303586498602,794.9303586498602,305805,0,0
14158.0,5100.0,-33.340302,-70.67331800000001,953.4045736733165,953.4045736733165,1906.809147346633,305812,0,6
15105.0,64.0,-33.453995,-70.576551,574.2769960285816,843.8033238743618,1418.0803199029433,305813,0,8
15108.0,682.0,-33.415921000000004,-70.568426,2175.511161249034,843.8033238743618,3019.314485123396,305818,0,22
15128.0,3071.0,-33.558316999999995,-70.598427,0.0,333.5614283909363,333.5614283909363,305826,1,32
13101.0,1780.0,-33.438348,-70.64471800000001,753.6063125794574,843.8033238743618,1597.409636453819,305832,0,8
15103.0,2728.0,-33.436325,-70.6077,263.79789518199806,843.8033238743618,1107.6012190563597,305833,0,59
15105.0,3941.0,-33.455911,-70.595163,969.3074930576097,843.8033238743618,1813.1108169319716,305839,0,21
13101.0,1938.0,-33.448037,-70.646654,0.0,602.2719527433829,602.2719527433829,305841,1,10
16301.0,7160.0,-33.573658,-70.610288,0.0,362.26822614102826,362.26822614102826,305852,1,15
16301.0,528.0,-33.604982,-70.540408,0.0,669.3076805124566,669.3076805124566,305854,1,5
15128.0,2964.0,-33.551068,-70.574802,0.0,502.96647295082795,502.96647295082795,305876,1,31
14201.0,1473.0,-33.25545,-70.629615,4419.203024471481,843.8033238743618,5263.0063483458425,305878,1,2
15105.0,866.0,-33.446799,-70.574781,223.75806477614705,843.8033238743618,1067.561388650509,305881,0,24
15152.0,9006.0,-33.464423,-70.53611,1058.7937130643656,843.8033238743618,1902.5970369387273,305883,1,30
14158.0,6074.0,-33.383676,-70.610075,843.3773139894928,843.8033238743618,1687.1806378638546,305885,0,1
15105.0,5269.0,-33.459815,-70.574179,348.5793359524524,843.8033238743618,1192.3826598268142,305887,1,30
15103.0,2144.0,-33.429990000000004,-70.59629,1463.589445392341,843.8033238743618,2307.392769266703,305888,0,23
16301.0,6041.0,-33.573329,-70.560414,0.0,335.01784007777127,335.01784007777127,305905,1,26
14109.0,3404.0,-33.476607,-70.738976,0.0,621.6774659403916,621.6774659403916,305912,1,27
15160.0,981.0,-33.400822,-70.58183299999999,1708.9634909191248,1708.963528410094,3417.927019329219,305913,0,9
14201.0,1579.0,-33.314263000000004,-70.65286800000001,1272.5587099207478,1272.5587474117171,2545.117457332465,305916,1,2
15128.0,12316.0,-33.568829,-70.588674,0.0,412.3155959808181,412.3155959808181,305922,1,34
15160.0,1381.0,-33.388569,-70.593193,1696.774726887661,843.8033238743618,2540.5780507620225,305928,0,48
15105.0,6033.0,-33.463055,-70.600982,1046.2565454546136,1046.2565454546136,2092.5130909092272,305929,0,1
16301.0,5523.0,-33.593691,-70.547265,0.0,558.5180419666412,558.5180419666412,305939,1,3
14157.0,677.0,-33.4586233,-70.7024268,0.0,700.4626760529057,700.4626760529057,305944,0,6
14114.0,262.0,-33.38758,-70.72906,455.46638953342114,843.8033238743618,1299.269713407783,305948,1,9
15152.0,9006.0,-33.467143,-70.537228,129.94842367344765,843.8033238743618,973.7517475478094,305964,1,17
14157.0,542.0,-33.4528514,-70.703063,0.0,506.17393785271975,506.17393785271975,305972,0,1
14109.0,8225.0,-33.531409000000004,-70.79390500000001,0.0,552.3238214994963,552.3238214994963,305974,1,7
16401.0,4197.0,-33.583490999999995,-70.684637,0.0,307.0984651572053,307.0984651572053,305975,1,0
16301.0,6285.0,-33.578531,-70.558214,0.0,290.6144732387586,290.6144732387586,305979,1,26
15108.0,262.0,-33.418037,-70.589801,4662.500632660108,843.8033238743618,5506.30395653447,305987,0,27
16162.0,5372.0,-33.497721999999996,-70.674826,0.0,548.983188674428,548.983188674428,305989,1,0
14109.0,2508.0,-33.494640000000004,-70.742427,0.0,441.0880029272949,441.0880029272949,305994,1,32
13101.0,588.0,-33.448988,-70.639865,431.8214725028109,843.8033238743618,1275.6247963771727,305997,0,5
16110.0,3213.0,-33.52317,-70.669609,0.0,346.9772718496432,346.9772718496432,306001,0,11
16303.0,1106.0,-33.585898,-70.464246,0.0,758.8780677454318,758.8780677454318,306003,1,8
15108.0,1350.0,-33.430009999999996,-70.558161,1379.524157118654,843.8033238743618,2223.327480993016,306006,1,49
15105.0,5671.0,-33.46337,-70.57645500000001,135.0115790858877,843.8033238743618,978.8149029602495,306015,1,29
14202.0,713.0,-33.295897,-70.875598,0.0,752.2857306746238,752.2857306746238,306022,1,11
14109.0,153.0,-33.523594,-70.756337,0.0,768.7290074003424,768.7290074003424,306025,1,43
13101.0,199.0,-33.435421000000005,-70.6456,0.0,644.2052270659304,644.2052270659304,306027,0,57
14158.0,52.0,-33.350941,-70.67007199999999,1758.8929516602689,843.8033238743618,2602.696275534631,306028,1,14
13101.0,595.0,-33.447756,-70.642629,825.497758227487,843.8033238743618,1669.3010821018488,306029,0,3
15105.0,523.0,-33.451745,-70.608013,929.5997201674047,929.5997951493434,1859.1995153167481,306033,0,10
14201.0,1558.0,-33.2941,-70.69006,856.9742763211912,843.8033238743618,1700.7776001955528,306035,1,0
14127.0,2180.0,-33.397,-70.66450999999999,0.0,459.07290831321006,459.07290831321006,306039,0,19
14109.0,8072.0,-33.504562,-70.793458,0.0,370.07418338107806,370.07418338107806,306040,1,11
13135.0,3114.0,-33.462972,-70.648361,80.44287332288835,843.8033238743618,924.2461971972501,306043,0,1
15152.0,8076.0,-33.50015,-70.56473000000001,1459.6376722756906,843.8033238743618,2303.4409961500523,306044,1,3
15108.0,522.0,-33.412321999999996,-70.574309,1148.9323134290028,843.8033238743618,1992.7356373033645,306045,0,21
15105.0,735.0,-33.450712,-70.599615,400.8799880328826,843.8033238743618,1244.6833119072444,306047,0,9
14109.0,293.0,-33.496525,-70.750963,0.0,628.1448456103136,628.1448456103136,306048,1,36
13159.0,674.0,-33.427054,-70.641023,735.7776320628768,843.8033238743618,1579.5809559372385,306052,1,80
15128.0,8340.0,-33.538496,-70.562727,297.3124973522003,843.8033238743618,1141.115821226562,306056,1,23
16110.0,1732.0,-33.533281,-70.664978,0.0,644.3162003352443,644.3162003352443,306067,0,6
15105.0,241.0,-33.452635,-70.594415,54.79256434106435,843.8033238743618,898.5958882154262,306068,0,18
13135.0,3117.0,-33.46267,-70.64755,83.27044223222731,843.8033238743618,927.0737661065891,306073,0,1
13159.0,5840.0,-33.392609,-70.641181,0.0,648.306551659369,648.306551659369,306077,1,43
15128.0,6538.0,-33.515309,-70.539439,1489.9722529335745,843.8033238743618,2333.7755768079364,306080,1,9
14158.0,23.0,-33.343742,-70.664827,3085.6326357388666,843.8033238743618,3929.435959613228,306086,1,20
15105.0,3919.0,-33.453823,-70.612843,993.5021026810167,993.5021026810167,1987.0042053620334,306087,0,9
13101.0,179.0,-33.438185,-70.656063,335.12555163275044,843.8033238743618,1178.9288755071123,306093,0,11
14157.0,540.0,-33.4560196,-70.7013222,0.0,603.5243385749458,603.5243385749458,306095,0,3
14109.0,1644.0,-33.495908,-70.763793,0.0,334.46942217793287,334.46942217793287,306096,1,40
14111.0,6581.0,-33.451993,-70.84779,156.9930218058725,843.8033238743618,1000.7963456802343,306106,1,13
15128.0,6536.0,-33.51696,-70.53840100000001,1407.1457412695718,843.8033238743618,2250.9490651439332,306108,1,12
16106.0,2953.0,-33.488203999999996,-70.652661,1058.0363579922687,843.8033238743618,1901.8396818666304,306109,0,0
16106.0,2953.0,-33.488203999999996,-70.652661,1617.189909380578,843.8033238743618,2460.9932332549397,306111,0,2
14201.0,1473.0,-33.255251,-70.63474000000001,4359.518113574392,843.8033238743618,5203.321437448754,306116,1,5
15105.0,539.0,-33.453003,-70.596648,1964.2306909323217,843.8033238743618,2808.0340148066834,306117,0,8
16106.0,2953.0,-33.488203999999996,-70.652661,1058.0363579922687,843.8033238743618,1901.8396818666304,306118,0,0
16301.0,4535.0,-33.609541,-70.531752,533.382483994168,843.8033238743618,1377.1858078685298,306119,1,20
13101.0,261.0,-33.43411,-70.658928,0.0,631.3033847971869,631.3033847971869,306128,0,5
14109.0,104.0,-33.5022499,-70.76181,0.0,391.70489808267433,391.70489808267433,306129,0,13
13101.0,284.0,-33.4372215270996,-70.650016784668,0.0,713.1117542062055,713.1117542062055,306130,0,3
